1,8,1.5441903395207024
1,9,-0.5683298181686872
1,10,1.0048460040040228
1,11,-0.9961515568835441
1,12,1.3103106995175782
2,8,0.3407456435476967
2,9,2.0449731114207688
2,10,0.6933504513533726
2,11,-2.1020159388300477
2,12,0.9008696456424152
3,8,0.3433969783245603
3,9,-0.83229168131138
3,10,0.7163596265291717
3,11,0.08981309109331125
3,12,0.9544867350956034
4,8,0.5239622020692547
4,9,2.4385630660496815
4,10,0.8084019446820317
4,11,1.2795969065745554
4,12,0.26456304160431604
5,8,0.0957439763640015
5,9,1.4256173661982703
5,10,0.00475360064701496
5,11,1.4971660805585196
5,12,0.8296667059628625
6,8,0.4537369617009538
6,9,1.212549715666791
6,10,0.3478526931139072
6,11,3.3453879688989936
6,12,0.2006336924386674
7,8,0.24296467313363657
7,9,5.405360166896778
7,10,0.8195465270051764
7,11,-1.6279306873915598
7,12,0.6302481297394615
8,13,-1.144254489656503
8,14,-1.7907811464542747
8,15,1.62615571119021
9,13,4.5940959315441
9,14,1.861827007516821
9,15,-5.62116891025964
10,13,-0.715655640093431
10,14,-0.9202140056665485
10,15,0.5541158542010322
11,13,-4.77819563919857
11,14,4.93062852261705
11,15,-2.0839607995692506
12,13,-0.922399764227157
12,14,-1.2472501718839402
12,15,0.8390313834760117
